0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
0.0000,0.0000,3.1400,0.0000,0.0000
